date, pm25, pm10, o3, no2,3so2, co
21/03/2014,20,7,32,4,2,1
22/03/2014,23,7,31,4,3,1
23/03/2014,18,6,29,11,3,1
24/03/2014,18,15,27,12,3,2
25/03/2014,36,18,20,12,3,1
26/03/2014,54,18,34,7,3,3
27/03/2014,33,18,32,4,3,1
28/03/2014,41,16,33,4,3,1
29/03/2014,37,34,31,4,3,1
30/03/2014,111,30,35,7,3,1
31/03/2014,80,14,33,8,3,1
01/01/2020,26,17,14,3,2,3
31/01/2020,26,5,24,2,2,3
11/07/2019,26,11,19,7,5,1
19/07/2019,26,5,12,8,8,3
31/08/2019,26,5,17,7,5,3
01/01/2019,26,12,22,12,3,3
16/01/2019,26,8,18,14,2,3
17/07/2018,26,8,22,8,3,3
23/07/2018,26,5,18,4,1,3
01/01/2018,26,5,16,11,7,9
15/01/2018,26,4,23,9,8,6
28/01/2018,26,12,28,5,1,1
29/01/2018,26,10,28,10,2,1
30/01/2018,26,5,29,2,2,1
03/03/2018,26,8,29,2,6,4
07/03/2018,26,7,26,10,13,6
12/03/2018,26,5,18,3,3,1
23/11/2017,26,8,10,18,1,6
27/12/2017,26,7,7,20,6,8
31/07/2017,26,7,18,6,8,9
09/09/2017,26,6,19,8,9,7
10/09/2017,26,6,17,6,8,7
10/02/2017,26,17,24,11,1,2
01/03/2017,26,4,19,18,7,3
16/07/2016,26,10,18,3,6,3
23/07/2016,26,10,14,4,7,3
11/08/2016,26,6,14,3,5,3
18/04/2016,26,19,15,15,10,5
19/06/2016,26,10,22,8,3,3
04/01/2016,26,7,16,4,7,3
29/01/2016,26,15,24,4,5,3
11/02/2016,26,7,14,28,4,3
18/10/2015,26,12,13,13,3,2
29/12/2015,26,7,20,5,5,3
03/08/2015,26,12,26,2,2,3
04/08/2015,26,13,23,4,2,3
05/08/2015,26,12,21,7,2,3
06/08/2015,26,14,21,9,2,3
07/08/2015,26,13,25,4,2,2
08/08/2015,26,10,19,1,2,2
09/08/2015,26,11,19,4,3,3
10/08/2015,26,11,17,9,3,3
11/08/2015,26,13,20,9,4,3
02/09/2015,26,5,13,12,3,2
12/09/2015,26,5,21,5,1,3
13/09/2015,26,10,18,11,2,3
14/09/2015,26,12,16,13,3,4
12/05/2015,26,10,22,5,1,1
01/01/2015,26,4,25,2,2,3
30/01/2015,26,8,12,20,3,3
01/02/2015,26,12,21,13,3,1
02/02/2015,26,15,9,28,5,1
11/12/2014,26,9,22,8,3,3
25/12/2014,26,13,15,18,5,3
26/12/2014,26,17,1,23,4,3
27/12/2014,26,8,9,22,3,1
28/12/2014,26,7,9,23,3,2
10/08/2014,26,9,17,7,3,3
20/08/2014,26,5,15,11,2,3
01/01/2014,26,8,24,6,2,3
07/02/2014,26,14,18,16,3,1
17/03/2014,26,11,26,6,2,3
10/07/2019,26,10,19,6,5,3
12/01/2019,26,10,24,8,7,3
13/01/2019,26,10,27,7,8,3
14/01/2019,26,10,21,14,7,4
12/07/2018,26,10,18,9,1,3
13/07/2018,26,10,28,2,2,3
14/07/2018,26,10,25,2,2,3
15/07/2018,26,10,25,5,2,3
16/07/2018,26,10,16,7,2,1
20/07/2018,26,10,18,3,1,3
21/07/2018,26,10,13,2,1,3
22/07/2018,26,10,18,3,1,3
13/01/2018,26,10,12,8,9,10
14/01/2018,26,10,18,3,10,11
28/07/2017,26,10,20,3,8,8
29/07/2017,26,10,21,2,8,8
30/07/2017,26,10,19,3,8,8
09/02/2017,26,10,21,9,1,2
27/02/2017,26,10,22,11,4,3
08/03/2017,26,10,25,5,2,3
09/03/2017,26,10,17,8,3,3
15/07/2016,26,10,23,4,6,3
22/07/2016,26,10,15,3,7,3
10/08/2016,26,10,11,7,5,3
31/07/2015,26,10,21,2,1,2
01/08/2015,26,10,21,4,2,2
02/08/2015,26,10,26,2,2,2
29/01/2015,26,10,19,16,2,3
08/08/2014,26,10,7,13,2,3
